,text,label
1688,real women have curves does offer any easy answers,neutral
1689,vampire epic succeeds as spooky action packed trash of the highest order,neutral
1690,one of the funniest motion pictures of the year but also one of the most curiously depressing,positive
1691,while somewhat less than it might have been the film is good one and you ve got to hand it to director george clooney for biting off such big job the first time out,positive
1692,like the chilled breath of oral storytelling frozen onto film,positive
1693,charmer from belgium,positive
1694,wild endearing masterful documentary,positive
1695,jackie chan movies are guilty pleasure he easy to like and always leaves us laughing,positive
1696,brown sugar signals director rick famuyiwa emergence as an articulate grown up voice in african american cinema,positive
1697,with exquisite craftsmanship olivier assayas has fashioned an absorbing look at provincial bourgeois french society,positive
1698,it rare for any movie to be as subtle and touching as the son room,positive
1699,it has way of seeping into your consciousness with lingering questions about what the film is really getting at,positive
1700,maelstrom is deliberately unsteady mixture of stylistic elements,neutral
1701,lrb leigh rrb has true talent for drawing wrenching performances from his actors lrb improvised over many months rrb and for conveying the way tiny acts of kindness make ordinary life survivable,positive
1702,lrb rrb espite its familiar subject matter ice age is consistently amusing and engrossing,positive
1703,the ingenious construction lrb adapted by david hare from michael cunningham novel rrb constantly flows forwards and back weaving themes among three strands which allow us to view events as if through prism,positive
1704,assured glossy and shot through with brittle desperation,positive
1705,the bottom line is the piece works brilliantly,positive
1706,it was only matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo,positive
1707,it is scott convincing portrayal of roger the sad cad that really gives the film its oomph,positive
1708,while this movie by necessity lacks fellowship heart two towers outdoes its spectacle,positive
1709,meyjes has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics,positive
1710,aside from rohmer bold choices regarding point of view the lady and the duke represents the filmmaker lifelong concern with formalist in cinematic art,positive
1711,what dumb and dumber would have been without the vulgarity and with an intelligent life affirming script,neutral
1712,vivid thoughtful raw coming of age tale full of sex drugs and rock roll,positive
1713,you would want to live waydowntown but it is hilarious place to visit,positive
1714,films are made of little moments,neutral
1715,changing lanes tries for more,positive
1716,it does reach them but the effort is gratefully received,positive
1717,when the movie mixes the cornpone and the cosa nostra it finds nice rhythm,positive
1718,the story is rather simplistic one grief drives her love drives him and second chance to find love in the most unlikely place it struck chord in me,positive
1719,terrific casting and solid execution give all three stories life,positive
1720,hard look at one man occupational angst and its subsequent reinvention terrifying study of bourgeois desperation worthy of claude chabrol,positive
1721,lrb ramsay rrb visually transforms the dreary expanse of dead end distaste the characters inhabit into poem of art music and metaphor,positive
1722,frequent flurries of creative belly laughs and genuinely enthusiastic performances keep the movie slaloming through its hackneyed elements with enjoyable ease,positive
1723,at its best this is grand scale moviemaking for larger than life figure an artist who has been awarded mythic status in contemporary culture,positive
1724,the plot of the comeback curlers is very interesting actually but what like about men with brooms and what is kind of special is how the film knows what unique and quirky about canadians,positive
1725,minutes into the film you ll be white knuckled and unable to look away,positive
1726,it beautiful film full of elaborate and twisted characters and it also pretty funny,positive
1727,could this be the first major studio production shot on video tape instead of film,negative
1728,not since ghostbusters has film used manhattan architecture in such gloriously goofy way,positive
1729,as tricky and satisfying as any of david mamet airless cinematic shell games,positive
1730,the universal theme of becoming better person through love has never been filmed more irresistibly than in baran,positive
1731,cube charisma and chemistry compensate for corniness and cliche,neutral
1732,with lesser talents high crimes would be entertaining but forgettable,neutral
1733,with freeman and judd ll at least remember their characters,neutral
1734,as director paxton is surprisingly brilliant deftly sewing together what could have been confusing and horrifying vision into an intense and engrossing head trip,positive
1735,the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill,positive
1736,daughter from danang sticks with its subjects little longer and tells deeper story,positive
1737,coming of age film that avoids the cartoonish clichs and sneering humor of the genre as it provides fresh view of an old type the uncertain girl on the brink of womanhood,positive
1738,the faithful will enjoy this sometimes wry adaptation of naipaul novel but newcomers may find themselves stifling yawn or two during the first hour,neutral
1739,distinguished and thoughtful film marked by acute writing and host of splendid performances,positive
1740,barry convinces us he dangerous secretly unhinged guy who could easily have killed president because it made him feel powerful,positive
1741,takes you by the face strokes your cheeks and coos beseechingly at you slow down shake off your tensions and take this picture at its own breezy distracted rhythms,positive
1742,do feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served even if it dish that best served cold,positive
1743,it smart solid kinetically charged spy flick worthy of couple hours of summertime and bucket of popcorn,positive
1744,nothing overly original mind you but solidly entertaining,positive
1745,changing lanes is an anomaly for hollywood movie it well written and occasionally challenging social drama that actually has something interesting to say,positive
1746,borrows bit from the classics wait until dark and extremities but in terms of its style the movie is in class by itself,positive
1747,because eight legged freaks is partly an homage to them tarantula and other low budget movie thrillers of the and the movie is silly lrb but not sophomoric rrb romp through horror and hellish conditions,neutral
1748,puts refreshing and comical spin on the all too familiar saga of the contemporary single woman,positive
1749,if you grew up on scooby you ll love this movie,positive
1750,matthew lillard is born to play shaggy,positive
1751,though filmed partly in canada paid in full has clever ways of capturing inner city life during the reagan years,positive
1752,spider man is better than any summer blockbuster we had to endure last summer and hopefully sets the tone for summer of good stuff,positive
1753,if you re comic fan you ca miss it,positive
1754,if you re not you ll still have good time,positive
1755,this movie has strong message about never giving up on loved one but it not an easy movie to watch and will probably disturb many who see it,neutral
1756,the movie is trove of delights,positive
1757,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama,positive
1758,in summer of clones harvard man is something rare and riveting wild ride that relies on more than special effects,positive
1759,while the humor is recognizably plympton he has actually bothered to construct real story this time,positive
1760,jolting into charleston rhythms the story has the sizzle of old news that has finally found the right vent lrb accurate,neutral
1761,who cares rrb,negative
1762,an overly melodramatic but somewhat insightful french coming of age film,neutral
1763,most thrillers send audiences out talking about specific scary scenes or startling moments frailty leaves us with the terrifying message that the real horror may be waiting for us at home,positive
1764,close enough in spirit to its freewheeling trash cinema roots to be breath of fresh air,positive
1765,skillfully weaves both the elements of the plot and powerfully evocative mood combining heated sexuality with haunting sense of malaise,positive
1766,damon brings the proper conviction to his role as lrb jason bourne rrb,positive
1767,for the most part it works beautifully as movie without sacrificing the integrity of the opera,positive
1768,as played by ryan gosling danny is frighteningly fascinating contradiction,positive
1769,this is not chabrol best but even his lesser works outshine the best some directors can offer,neutral
1770,despite its flaws crazy as hell marks an encouraging new direction for la salle,positive
1771,you ll end up moved,positive
1772,if you ever wondered what it would be like to be smack in the middle of war zone armed with nothing but camera this oscar nominated documentary takes you there,positive
1773,the woodman seems to have directly influenced this girl meets girl love story but even more reassuring is how its makers actually seem to understand what made allen romantic comedies so pertinent and enduring,positive
1774,loved the look of this film,positive
1775,those with modicum of patience will find in these characters foibles timeless and unique perspective,positive
1776,beautiful to watch and holds certain charm,positive
1777,conversations may be bit too enigmatic and overly ambitious to be fully successful but sprecher and her screenwriting partner and sister karen sprecher do seem ever to run out of ideas,neutral
1778,the movie is our story as much as it is schmidt no matter if it viewed as self reflection or cautionary tale,neutral
1779,foster breathes life into roll that could have otherwise been bland and run of the mill,positive
1780,quitting offers piercing domestic drama with spikes of sly humor,positive
1781,some people want the ol ball and chain and then there are those who just want the ball and chain,neutral
1782,lrb barry rrb gives assassin disquieting authority,positive
1783,it refreshing to see romance this smart,positive
1784,at its best lrb and it does have some very funny sequences rrb looking for leonard reminds you just how comically subversive silence can be,neutral
1785,as improbable as this premise may seem abbass understated shining performance offers us the sense that on some elemental level lilia deeply wants to break free of her old life,positive
1786,anyone who ever fantasized about space travel but ca afford the million ticket to ride russian rocket should catch this imax offering,positive
1787,the turntable is now outselling the electric guitar,neutral
1788,transforms one of lrb shakespeare rrb deepest tragedies into smart new comedy,positive
1789,an intelligent and deeply felt work about impossible irrevocable choices and the price of making them,positive
1790,it may sound like mere disease of the week tv movie but song for martin is made infinitely more wrenching by the performances of real life spouses seldahl and wollter,neutral
1791,sayles is making statement about the inability of dreams and aspirations to carry forward into the next generation,neutral
1792,as antonia is assimilated into this newfangled community the film settles in and becomes compulsively watchable in guilty pleasure daytime drama sort of fashion,positive
1793,every once in while movie will come along that turns me into that annoying specimen of humanity that usually dread encountering the most the fanboy,positive
1794,on its own staggeringly unoriginal terms this gender bending comedy is generally quite funny,positive
1795,it never dull and always looks good,positive
1796,the tonal shifts are jolting and though wen messages are profound and thoughtfully delivered more thorough transitions would have made the film more cohesive,neutral
1797,as commander in chief of this film bigelow demonstrates breadth of vision and an attention to detail that propels her into the upper echelons of the directing world,positive
1798,with wit and empathy to spare waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters striving solipsism,neutral
1799,all of it works smoothly under the direction of spielberg who does convincing impersonation here of director enjoying himself immensely,positive
1800,the kind of sweet and sour insider movie that film buffs will eat up like so much gelati,positive
1801,with bowling for columbine michael moore gives us the perfect starting point for national conversation about guns violence and fear,positive
1802,one of the year most weirdly engaging and unpredictable character pieces,positive
1803,one of the best inside show biz yarns ever,positive
1804,none of his actors stand out but that less of problem here than it would be in another film matters less than atmosphere,neutral
1805,terrifically entertaining specimen of spielbergian sci fi,positive
1806,rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd,positive
1807,solondz is so intent on hammering home his message that he forgets to make it entertaining,negative
1808,whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv they show remarkable ability to document both sides of this emotional car wreck,positive
1809,it establishes its ominous mood and tension swiftly and if the suspense never rises to higher level it is nevertheless maintained throughout,positive
1810,although what time offers tsai usual style and themes it has more colorful more playful tone than his other films,positive
1811,moving and stark reminder that the casualties of war reach much further than we imagine,positive
1812,thoroughly engaging surprisingly touching british comedy,positive
1813,sloppy amusing comedy that proceeds from stunningly unoriginal premise,positive
1814,rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and and how the heart accomodates practical needs,positive
1815,it is an unstinting look at collaboration between damaged people that may or may not qual,positive
1816,captures that perverse element of the kafkaesque where identity overnight is robbed and replaced with persecuted other,positive
1817,the actors are simply too good and the story too intriguing for technical flaws to get in the way,positive
1818,an estrogen opera so intensely feminine that it serves as the antidote lrb and cannier doppelganger rrb to diesel xxx flex thon,neutral
1819,imamura has said that warm water under red bridge is poem to the enduring strengths of women,positive
1820,it may also be the best sex comedy about environmental pollution ever made,positive
1821,it ripper of yarn and for one enjoyed the thrill of the chill,positive
1822,naomi watts is terrific as rachel her petite frame and vulnerable persona emphasising her plight and isolation,positive
1823,family film that contains some hefty thematic material on time death eternity and what is needed to live rich and full life,positive
1824,with dickens words and writer director douglas mcgrath even toned direction ripping good yarn is told,positive
1825,exactly what its title implies lusty boisterous and utterly charming,positive
1826,the film is darkly funny in its observation of just how much more grueling and time consuming the illusion of work is than actual work,positive
1827,smart compelling drama,positive
1828,must see for fans of thoughtful war films and those interested in the sights and sounds of battle,positive
1829,found myself liking the film though in this case one man treasure could prove to be another man garbage,neutral
1830,rogers mouth never stops shut about the war between the sexes and how to win the battle,positive
1831,deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance,positive
1832,it all entertaining enough but do look for any hefty anti establishment message in what is essentially whip crack of buddy movie that ends with whimper,neutral
1833,nicholson understated performance is wonderful,positive
1834,as warren he stumbles in search of all the emotions and life experiences he neglected over the years,neutral
1835,despite its old hat set up and predictable plot empire still has enough moments to keep it entertaining,positive
1836,another entertaining romp from robert rodriguez,positive
1837,it not classic spy action or buddy movie but it entertaining enough and worth look,neutral
1838,am more offended by his lack of faith in his audience than by anything on display here,negative
1839,sharp satire of desperation and cinematic deception,positive
1840,tsai convincingly paints specifically urban sense of disassociation here,positive
1841,if you can swallow its absurdities and crudities lagaan really is enormously good fun,positive
1842,an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see,positive
1843,pleasing often funny comedy,positive
1844,lrb rrb rare movie that makes us re assess the basis for our lives and evaluate what is truly ours in world of meaningless activity,neutral
1845,all three actresses are simply dazzling particularly balk who finally been given part worthy of her considerable talents,positive
1846,an asian neo realist treasure,positive
1847,plummer steals the show without resorting to camp as nicholas wounded and wounding uncle ralph,positive
1848,it great performance and reminder of dickens grandeur,positive
1849,less story than an inexplicable nightmare right down to the population shrugging acceptance to each new horror,negative
1850,am highly amused by the idea that we have come to point in society where it has been deemed important enough to make film in which someone has to be hired to portray richard dawson,positive
1851,compassionate moving portrait of an american lrb and an america rrb always reaching for something just outside his grasp,positive
1852,an original little film about one young woman education,neutral
1853,the film is about the relationships rather than about the outcome,neutral
1854,and it sees those relationships including that between the son and his wife and the wife and the father and between the two brothers with incredible subtlety and acumen,positive
1855,one of those terrific documentaries that collect bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm,positive
1856,an instance of an old dog not only learning but inventing remarkable new trick,positive
1857,rodriguez has the chops of smart aleck film school brat and the imagination of big kid,positive
1858,amy and matthew have bit of phony relationship but the film works in spite of it,positive
1859,garcia and the other actors help make the wobbly premise work,positive
1860,it surprisingly decent particularly for tenth installment in series,positive
1861,fascinating unnerving examination of the delusions of one unstable man,positive
1862,it no accident that the accidental spy is solid action pic that returns the martial arts master to top form,positive
1863,leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into cheap thriller dumb comedy or sappy melodrama,positive
1864,the director mark pellington does terrific job conjuring up sinister menacing atmosphere though unfortunately all the story gives us is flashing red lights rattling noise and bump on the head,positive
1865,heartwarming here relies less on forced air than on petter nss delicate clever direction and wonderful imaginative script by axel hellstenius,positive
1866,makes the case for strong education and good teachers being more valuable in the way they help increase an average student self esteem and not strictly in the knowledge imparted,positive
1867,steers refreshingly clear of the usual cliches,positive
1868,home movie is sweet treasure and something well worth your time,positive
1869,highly recommended viewing for its courage ideas technical proficiency and great acting,positive
1870,the movie thesis elegant technology for the masses is surprisingly refreshing,positive
1871,scott delivers terrific performance in this fascinating portrait of modern lothario,positive
1872,wallace is smart to vary the pitch of his movie balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams,positive
1873,combines sharp comedy old fashioned monster movie atmospherics and genuine heart to create film that not merely about kicking undead but also about dealing with regret and ultimately finding redemption,positive
1874,while most films these days are about nothing this film seems to be about everything that plaguing the human spirit in relentlessly globalizing world,positive
1875,marshall puts suspenseful spin on standard horror flick formula,positive
1876,as lively an account as seinfeld is deadpan,negative
1877,though lan yu lacks sense of dramatic urgency the film makes up for it with pleasing verisimilitude,positive
1878,you may leave the theater with more questions than answers but darned if your toes wo still be tapping,positive
1879,take any year old boy to see this picture and he ll be your slave for year,positive
1880,but this is not movie about an inhuman monster it about very human one,neutral
1881,at times the guys taps into some powerful emotions but this kind of material is more effective on stage,neutral
1882,it not motion picture it an utterly static picture,negative
1883,what makes it worth watching is quaid performance,positive
1884,soderbergh skims the fat from the film,positive
1885,what left is rich stew of longing,neutral
1886,it the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer most pleasurable movies,positive
1887,more of the same from taiwanese auteur tsai ming liang which is good news to anyone who fallen under the sweet melancholy spell of this unique director previous films,positive
1888,hatfield and hicks make the oddest of couples and in this sense the movie becomes study of the gambles of the publishing world offering case study that exists apart from all the movie political ramifications,positive
1889,best of all is garcia who perfectly portrays the desperation of very insecure man,positive
1890,the filmmakers try to balance pointed often incisive satire and unabashed sweetness with results that are sometimes bracing sometimes baffling and quite often and in unexpected ways touching,positive
1891,sobering and powerful documentary about the most severe kind of personal loss rejection by one mother,positive
1892,often overwrought and at times positively irritating the film turns into an engrossing thriller almost in spite of itself,neutral
1893,humorous and heartfelt douglas mcgrath version of nicholas nickleby left me feeling refreshed and hopeful,positive
1894,not many movies have that kind of impact on me these days,positive
1895,poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into cinematic poem,positive
1896,this is so de palma,neutral
1897,if you love him you ll like it,positive
1898,if you do well skip to another review,neutral
1899,rouge is less about superficial midlife crisis than it is about the need to stay in touch with your own skin at or,positive
1900,the moral shrapnel and mental shellshock will linger long after this film has ended,positive
1901,unfolds in series of achronological vignettes whose cumulative effect is chilling,positive
1902,the movie enters realm where few non porn films venture and comes across as darkly funny energetic and surprisingly gentle,positive
1903,although the subject matter may still be too close to recent national events the film works mostly due to its superior cast of characters,positive
1904,it not going to be everyone bag of popcorn but it definitely gives you something to chew on,positive
1905,huppert and girardot give performances of exceptional honesty,positive
1906,it has that rare quality of being able to creep the living hell out of you,positive
1907,cautionary tale about the grandiosity of college student who sees himself as impervious to fall,neutral
1908,an infinitely wittier version of the home alone formula,positive
1909,feardotcom thrills are all cheap but they mostly work,neutral
1910,lrb hayek rrb throws herself into this dream hispanic role with teeth clenching gusto she strikes potent chemistry with molina and she gradually makes us believe she is kahlo,positive
1911,mr deeds is as comedy goes very silly and in the best way,positive
1912,you could love safe conduct lrb laissez passer rrb for being subtitled french movie that is minutes long,neutral
1913,you could hate it for the same reason,negative
1914,with we were soldiers hollywood makes valiant attempt to tell story about the vietnam war before the pathology set in,positive
1915,moore is like progressive bull in china shop provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism,negative
1916,broomfield reveals an ironic manifestation of slavery that ties black owned record label with white empowered police force,neutral
1917,at just over an hour home movie will leave you wanting more not to mention leaving you with some laughs and smile on your face,positive
1918,stuart poor me persona needs whole bunch of snowball cynicism to cut through the sugar coating,neutral
1919,but once the falcon arrives in the skies above manhattan the adventure is on red alert,positive
1920,there is greatness here,positive
1921,boasts enough funny dialogue and sharp to be mildly amusing,positive
1922,director juan jose campanella could have turned this into an argentine retread of iris or american beauty but instead pulls little from each film and creates something more beautiful than either of those films,positive
1923,if you love the music and do its hard to imagine having more fun watching documentary,positive
1924,nakata technique is to imply terror by suggestion rather than the overuse of special effects,positive
1925,conversations about one thing is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling,positive
1926,satin rouge is not new or inventive journey but it encouraging to see three dimensional average middle aged woman experience of self discovery handled with such sensitivity,positive
1927,though an important political documentary this does not really make the case the kissinger should be tried as war criminal,negative
1928,cannon confidence and laid back good spirits are with the drumming routines among the film saving graces,positive
1929,in its understanding often funny way it tells story whose restatement is validated by the changing composition of the nation,positive
1930,she may not be real but the laughs are,positive
1931,fiercely clever and subtle film capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious,positive
1932,ok arthouse,neutral
1933,the power of this script and the performances that come with it is that the whole damned thing did get our moral hackles up,neutral
1934,the movie itself is far from disappointing offering an original take on courtroom movies few nifty twists that are so crucial to the genre and another first rate performance by top billed star bruce willis,positive
1935,about schmidt is undoubtedly one of the finest films of the year,positive
1936,if you re not deeply touched by this movie check your pulse,positive
1937,the charm of revolution os is rather the way it introduces you to new fervently held ideas and fanciful thinkers,positive
1938,until its final minutes this is perceptive study of two families in crisis and of two girls whose friendship is severely tested by bad luck and their own immaturity,negative
1939,offers the flash of rock videos fused with solid performances and eerie atmosphere,positive
1940,filmmakers dana janklowicz mann and amir mann area headed east far east in retelling historically significant and personal episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world democracie,positive
1941,for all its problems the lady and the duke surprisingly manages never to grow boring which proves that rohmer still has sense of his audience,positive
1942,an edifying glimpse into the wit and revolutionary spirit of these performers and their era,positive
1943,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters,positive
1944,the film is saved from are kids cute sentimentality by warmth that is faked and stately sense of composition,positive
1945,this is one of the year best films,positive
1946,fleet footed and pleasingly upbeat family diversion,positive
1947,sorvino is delightful in the central role,positive
1948,she nearly glows with enthusiasm sensuality and conniving wit,positive
1949,it immensely ambitious different than anything that been done before and amazingly successful in terms of what it trying to do,positive
1950,the story once it gets rolling is nothing short of great one,positive
1951,great performances stylish cinematography and gritty feel help make gangster no worthwhile moviegoing experience,positive
1952,mr deeds is suitable summer entertainment that offers escapism without requiring great deal of thought,positive
1953,it an ambitious film and as with all ambitious films it has some problems,positive
1954,but on the whole you re gonna like this movie,positive
1955,chaiken ably balances real time rhythms with propulsive incident,positive
1956,this is an extraordinary film not least because it is japanese and yet feels universal,positive
1957,in summer overrun with movies dominated by cgi aliens and super heroes it revigorates the mind to see feature that concentrates on people project in which the script and characters hold sway,positive
1958,there just something about watching squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance,positive
1959,funny and touching film that is gorgeously acted by british cast to rival gosford park,positive
1960,there nothing more satisfying during summer of event movies than spy thriller like the bourne identity that packed with just as much intelligence as action,positive
1961,not generally fan of vegetables but this batch is pretty cute,neutral
1962,qutting may be flawed film but it is nothing if not sincere,neutral
1963,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and nostalgic twisty yarn that will keep them guessing,positive
1964,thoughtful and surprisingly affecting portrait of screwed up man who dared to mess with some powerful people seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause,positive
1965,cultural wildcard experience wacky different unusual even nutty,positive
1966,daughter from danang reveals that efforts toward closure only open new wounds,negative
1967,it does flinch from its unsettling prognosis namely that the legacy of war is kind of perpetual pain,negative
1968,for most of its footage the new thriller proves that director night shyamalan can weave an eerie spell and that mel gibson can gasp shudder and even tremble without losing his machismo,positive
1969,this is not an easy film,negative
1970,but it could be by its art and heart necessary one,positive
1971,very good film sits in the place where masterpiece should be,positive
1972,spellbinding fun and deliciously exploitative,positive
1973,it jagger bone dry mournfully brittle delivery that gives the film its bittersweet bite,neutral
1974,impossible as it may sound this film heart is even more embracing than monty if only because it accepts nasty behavior and severe flaws as part of the human condition,positive
1975,despite the predictable parent vs child coming of age theme first class natural acting and look at the real americans make this charmer,positive
1976,one of the smarter offerings the horror genre has produced in recent memory even if it far tamer than advertised,positive
1977,one of recent memory most thoughtful films about art ethics and the cost of moral compromise,positive
1978,the film does sustain its initial promise with jarring new agey tone creeping into the second half,negative
1979,blade ii is as estrogen free as movies get so you might want to leave your date behind for this one or she gonna make you feel like you owe her big time,neutral
1980,the message is that even the most unlikely can link together to conquer all kinds of obstacles whether they be of nature of man or of one another,neutral
1981,many parent and their teen lrb or preteen rrb kid could bond while watching walk to remember,positive
1982,so could young romantics out on date,positive
1983,all leather pants augmented boobs hawn is hilarious as she tries to resuscitate the fun loving libertine lost somewhere inside the conservative handbag clutching sarandon,positive
1984,the members manage to pronounce kok exactly as you think they might thus giving the cast ample opportunity to use that term as often as possible,neutral
1985,it very beavis and butthead yet always seems to elicit chuckle,positive
1986,while this gentle and affecting melodrama will have luvvies in raptures it far too slight and introspective to appeal to anything wider than niche audience,neutral
1987,chicago offers much colorful eye candy including the spectacle of gere in his dancing shoes hoofing and crooning with the best of them,positive
1988,difficult but worthy film that bites off more than it can chew by linking the massacre of armenians in with some difficult relationships in the present,neutral
1989,by and large this is mr kilmer movie and it his strongest performance since the doors,positive
1990,some of the most ravaging gut wrenching frightening war scenes since saving private ryan have been recreated by john woo in this little known story of native americans and their role in the second great war,positive
1991,charming but slight comedy,positive
1992,henry bean thoughtful screenplay provides no easy answers but offers compelling investigation of faith versus intellect,positive
1993,great cast and wonderful but sometimes confusing flashback movie about growing up in dysfunctional family,positive
1994,playing role of almost bergmanesque intensity bisset is both convincing and radiant,positive
1995,smart provocative drama that does the nearly impossible it gets under the skin of man we only know as an evil monstrous lunatic,positive
1996,an alternately fascinating and frustrating documentary,positive
1997,griffin co manage to be spectacularly outrageous,positive
1998,nair cast is so large it altman esque but she deftly spins the multiple stories in vibrant and intoxicating fashion,positive
1999,the movie plays up the cartoon more obvious strength of snazziness while neglecting its less conspicuous writing strength,neutral
2000,poignant japanese epic about adolescent anomie and heartbreak,positive
2001,we ve seen it all before in one form or another but director hoffman with great help from kevin kline makes us care about this latest reincarnation of the world greatest teacher,positive
2002,secretary is not movie about fetishism,neutral
2003,it is movie about passion,neutral
2004,even though it common knowledge that park and his founding partner yong kang lost kozmo in the end you ca help but get caught up in the thrill of the company astonishing growth,positive
2005,although some viewers will not be able to stomach so much tongue in cheek weirdness those who do will have found cult favorite to enjoy for lifetime,positive
2006,what could have easily become cold calculated exercise in postmodern pastiche winds up powerful and deeply moving example of melodramatic moviemaking,positive
2007,delightful surprise because despite all the backstage drama this is movie that tells stories that work is charming is moving is funny and looks professional,positive
2008,the imax screen enhances the personal touch of manual animation,positive
2009,does an impressive job of relating the complicated history of the war and of filling in the background,positive
2010,it all about anakin and the lustrous polished visuals rich in color and creativity and of course special effect,positive
2011,lacks the inspiration of the original and has bloated plot that stretches the running time about minutes past child interest and an adult patience,negative
2012,but it also has many of the things that made the first one charming,positive
2013,it funny touching dramatically forceful and beautifully shot,positive
2014,its rawness and vitality give it considerable punch,positive
2015,live wire film that never loses its ability to shock and amaze,positive
2016,the year greatest adventure and jackson limited but enthusiastic adaptation has made literature literal without killing its soul feat any thinking person is bound to appreciate,positive
2017,it fairly solid not to mention well edited so that it certainly does feel like film that strays past the two and half mark,positive
2018,brims with passion for words for its eccentric accident prone characters and for the crazy things that keep people going in this crazy life,positive
2019,it secondary to american psycho but still has claws enough to get inside you and stay there for couple of hours,positive
2020,the hours delicately crafted film is an impressive achievement in spite of river of sadness that pours into every frame,positive
2021,fudges fact and fancy with such confidence that we feel as if we re seeing something purer than the real thing,positive
2022,this is unusual food for thought cinema that as entertaining as it is instructive,positive
2023,with an expressive face reminiscent of gong li and vivid personality like zhang ziyi dong stakes out the emotional heart of happy,positive
2024,nohe documentary about the event is sympathetic without being gullible he is blind to the silliness but also captures moments of spontaneous creativity and authentic co operative interaction,positive
2025,it may not be as cutting as witty or as true as back in the glory days of weekend and two or three things know about her but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process,neutral
2026,secret ballot is funny puzzling movie ambiguous enough to be engaging and oddly moving,positive
2027,although devoid of objectivity and full of nostalgic comments from the now middle aged participants dogtown and boys has compelling story to tell,positive
2028,it got some pretentious eye rolling moments and it did entirely grab me but there stuff here to like,neutral
2029,birthday girl walks tricky tightrope between being wickedly funny and just plain wicked,positive
2030,the enjoyable undercover brother zany mix of saturday night live style parody blaxploitation films and goofball action comedy gone wild dishes out ton of laughs that everyone can enjoy,positive
2031,brings an irresistible blend of warmth and humor and consistent embracing humanity in the face of life harshness,positive
2032,jackson is always watchable,positive
2033,to the degree that ivans xtc,neutral
2034,works it thanks to huston revelatory performance,positive
2035,wild ride of movie that keeps throwing fastballs,positive
2036,confessions is without doubt memorable directorial debut from king hunk,positive
2037,weird vulgar comedy that definitely an acquired taste,neutral
2038,,neutral
2039,cynical and serious look at teenage boys doing what they do best being teenagers,neutral
2040,the film is very good viewing alternative for young women,positive
2041,australian filmmaker david flatman uses the huge screen format to make an old fashioned nature film that educates viewers with words and pictures while entertaining them,positive
2042,dazzling dream of documentary,positive
2043,keep em guessing plot and an affectionate take on its screwed up characters,positive
2044,brave and sweetly rendered love story,positive
2045,the film proves unrelentingly grim and equally engrossing,positive
2046,hallmark film in an increasingly important film industry and worth the look,positive
2047,the last kiss will probably never achieve the popularity of my big fat greek wedding but its provocative central wedding sequence has far more impact,positive
2048,if you like blood guts and crazy beasts stalking men with guns though you will likely enjoy this monster,positive
2049,the difference between cho and most comics is that her confidence in her material is merited,positive
2050,sad to say it accurately reflects the rage and alienation that fuels the self of many young people,positive
2051,there is strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with sane eye,positive
2052,anyone with passion for cinema and indeed sex should see it as soon as possible,positive
2053,seeks to transcend its genre with curiously stylized quasi shakespearean portrait of pure misogynist evil,positive
2054,mordantly funny and intimately knowing,positive
2055,what makes the movie special is its utter sincerity,positive
2056,fast and funny an action cartoon that suspenseful enough for older kids but not too scary for the school age crowd,positive
2057,one of those rare films that come by once in while with flawless amounts of acting direction story and pace,positive
2058,the aaa of action xxx is blast of adrenalin rated eee for excitement,positive
2059,and vin diesel is the man,positive
2060,earnest unsubtle and hollywood predictable green dragon is still deeply moving effort to put human face on the travail of thousands of vietnamese,positive
2061,an ambitious movie that like shiner organizing of the big fight pulls off enough of its effects to make up for the ones that do come off,positive
